Pearl Jam,Versions,File Type,,
"7-18-1993 / Amsterdam, Holland / Paradiso (Realistic) (blg transfer)",AUD,FLAC,,
"8-14-1993 / Manitoba, Canada / Gimli",MIX,FLAC,,
"8-14-1993 / Manitoba, Canada / Gimli",AUD,DVD,,
"8-18-1993 / Toronto, Ontario Canada / Exhibition Stadium (Sony ECM-16T)",AUD,FLAC,,
"8-18-1993 / Toronto, Ontario Canada / Exhibition Stadium (Sony ECM-909)",AUD,FLAC,,
"8-18-1993 / Toronto, Ontario Canada / Exhibition Stadium - VHS(1)",AUD,DVD,,
"8-19-1993 / Montreal, Quebec / Verdun Auditorium (Aiwa)",AUD,FLAC,,
"9-2-1993 / Los Angeles, CA / Gibson Amphitheatre / 93 MTV Video Music Awards (MTV2 Rebroadcast) (datfly)",TV,FLAC,,
"9-4-1993 / Vancouver, BC Canada / B.C. Place - CASS(M) (PC62)",AUD,FLAC,,
"9-5-1993 / George, WA / Gorge Amphitheater (SS) (rick bendes)",AUD,FLAC,,
"9-5-1993 / George, WA / The Gorge (2nd gen)",AUD,DVD,,
"9-6-1993 / Portland, OR / Portland Meadows Race Track (SS)",AUD,FLAC,,
10-XX-1993 / On the Edge Interview,FM,FLAC,,
"10-18-1993 / Seattle, WA / Rockline: KISW FM ",FM,MP3,,
"10-27-1993 / Santa Cruz, CA / The Catalyst (Sony ECM-909)",AUD,FLAC,,
"10-28-1993 / San Francisco, CA / Warfield Theater (SS) (rick bendes)",AUD,FLAC,,
"10-28-1993 / San Francisco, CA / Warfield Theater (unk) (cps transfer)",AUD,FLAC,,
"10-30-1993 / San Jose, CA / SJSU Events Center (Core Sounds) (blg transfer)",AUD,FLAC,,
"10-30-1993 / San Jose, CA / SJSU Events Center",AUD,DVD,,
"10-30-1993 / San Jose, CA / SJSU Events Center - VHS(1) (alvarojam transfer) ",AUD,DVD,,
"10-31-1993 / Berkeley, CA / Greek Theater (Soundcheck) (SS) (jake clemens transfer)",AUD,FLAC,,
"10-31-1993 / Berkeley, CA / Greek Theater (Sony ECM-909) (rick bendes)",AUD,FLAC,,
"10-31-1993 / Berkeley, CA / Greek Theater - DAT(M) (Sony ECM-939) (blg transfer)",AUD,FLAC,,
"11-2-1993 / San Diego, CA / Civic Theatre - ANA(x) (unk)",AUD,FLAC,,
"11-2-1993 / San Diego, CA / Civic Theatre ",AUD,DVD,,
"11-3-1993 / San Diego, CA / Civic Theatre - ANA(M) (unk) (blg transfer)",AUD,FLAC,,
"11-3-1993 / San Diego, CA / Civic Theatre *Indian Summer Boot",SBD,FLAC,,
"11-5-1993 / Indio, CA / Empire Polo Fields  *Shoe the Shoeless (SV022) (2 source mix)",MIX,FLAC,,
"11-5-1993 / Indio, CA / Empire Polo Fields (jwb remaster) (SBD Remaster Series 2012)",SBD,FLAC,,
"11-5-1993 / Indio, CA / Empire Polo Fields - VHS(1)",AUD,DVD,,
"11-6-1993 / Mesa, AZ / Mesa Amphitheatre (SS) (blg transfer)",AUD,FLAC,,
"11-9-1993 / Albuquerque, NM / Convention Exhibition Hall (SS)",AUD,FLAC,,
"11-11-1993 / Denton, TX / Super Pit, University of North Texas (Sony ECM-155) (blg transfer)",AUD,FLAC,,
"11-12-1993 / Dallas, TX / Moody Coliseum (SS-DSM6) ",AUD,FLAC,,
"11-16-1993 / New Orleans, LA / U.N.O. Lakefront Arena *The Kids Are Alright (fge edit)",AUD,FLAC,,
"11-16-1993 / New Orleans, LA / U.N.O. Lakefront Arena - VHS(2)",AUD,DVD,,
"11-17-1993 / New Orleans, LA / U.N.O. Lakefront Arena - ANA(M) (SS) (blg transfer)",AUD,FLAC,,
"11-17-1993 / New Orleans, LA / U.N.O. Lakefront Arena ",MTX,FLAC,,
"11-17-1993 / New Orleans, LA / U.N.O. Lakefront Arena (SS)",AUD,FLAC,,
"11-17-1993 / New Orleans, LA / U.N.O. Lakefront Arena - VHS(1)",AUD,DVD,,
"11-19-1993 / New Orleans, LA / U.N.O. Lakefront Arena (SS) ",AUD,FLAC,,
"11-20-1993 / Nacogdoches, TX / Stephen F. Austin Arena (unk) (dcl transfer)",AUD,FLAC,,
"11-24-1993 / Wichita, KS / Century II (unk)",AUD,FLAC,,
"11-30-1993 / Las Vegas, NV / Aladdin Theatre (Vault #5)",SBD,FLAC,Official Bootleg,
"11-30-1993 / Las Vegas, NV / Aladdin Theatre - ANA(M) (SS) (jr)",AUD,FLAC,,
"11-30-1993 / Las Vegas, NV / Aladdin Theatre - VHS(x)",AUD,DVD,,
"12-1-1993 / Las Vegas, NV / Aladdin Theatre - DAT(c) (SS) (blg transfe)",AUD,FLAC,,
"12-2-1993 / Reno, NV / Lawlor Athletic Events Center (Marcsounds + SS) (blg edit)",MIX,FLAC,,
"12-2-1993 / Reno, NV / Lawlor Athletic Events Center - VHS(2) (blg edit)",AUD,DVD,,
"12-7-1993 / Seattle, WA / Seattle Center Arena - DAT(1) (SS-DSM3) (vb)",AUD,FLAC,,
"12-7-1993 / Seattle, WA / Seattle Center Arena (SS) (hernan giralt encode)",AUD,FLAC,,
"12-7-1993 / Seattle, WA / Seattle Center Arena (SS DSM6) (jems 2019 transfer)",AUD,FLAC,,
"12-7-1993 / Seattle, WA / Seattle Center Arena - VHS(2)",AUD,DVD,,
"12-8-1993 / Seattle, WA / Seattle Center Arena *Home (SS) (rob sierzega transfer)",AUD,FLAC,,
"12-9-1993 / Seattle, WA / Seattle Center Arena - DAT(M) (SS) (jems master)",AUD,FLAC,,
"12-9-1993 / Seattle, WA / Seattle Center Arena - DAT(1) (SS) (vikas)",AUD,FLAC,,
,,,,
[1994],,,,
"3-6-1994 / Denver, CO / Paramount Theater - Hi8(M) ",AUD,FLAC,,
"3-6-1994 / Denver, CO / Paramount Theater - Hi8(M)",AUD,DVD,,
"3-7-1994 / Denver, CO / Paramount Theater - Hi8(M) ",AUD,FLAC,,
"3-7-1994 / Denver, CO / Paramount Theater - Hi8(M) (leehro)",AUD,DVD,,
"3-9-1994 / Pensacola, FL / Civic Center - Rock for Choice Benefit *Break the Chains (SV030) (SS)",AUD,FLAC,,
"3-10-1994 / Chicago, IL / Chicago Stadium *Last Night (SV021) (SS) ",AUD,FLAC,,
"3-10-1994 / Chicago, IL / Chicago Stadium - DAT(M) (SS-DSM3) (dp)",AUD,FLAC,,
"3-13-1994 / Chicago, IL / New Regal Theatre (SS-DSM3)",AUD,FLAC,,
"3-14-1994 / St. Louis, MO / Fox Theatre (Realistic) ",AUD,FLAC,,
"3-14-1994 / St. Louis, MO / Fox Theatre - CASS(M) (Realistic) (cf)",AUD,FLAC,,
"3-15-1994 / St. Louis, MO / Fox Theatre (VHS)",AUD,FLAC,,
"3-15-1994 / St. Louis, MO / Fox Theatre - VHS(1) (tapeworm48 transfer)",AUD,FLAC,,
"3-15-1994 / St. Louis, MO / Fox Theatre - VHS(2) (team dz)",AUD,DVD,,
"3-17-1994 / West Lafayette, IN / Elliot Hall, Perdue University - DAT(M) (unk) (blg transfer)",AUD,FLAC,,
"3-17-1994 / West Lafayette, IN / Elliot Hall, Perdue University (unk)",AUD,FLAC,,
"3-19-1994 / Detroit, MI / Masonic Temple - ANA(1) (BIC) (cps)",AUD,FLAC,,
"3-20-1994 / Ann Arbor, MI / Crisler Arena (CSB) (dEQ)",AUD,FLAC,,
"3-20-1994 / Ann Arbor, MI / Crisler Arena (CSB) (bl/tapeworm48 transfer)",AUD (48k),FLAC,,
"3-22-1994 / Cleveland, OH / Cleveland State Univ Convocation Center (unk Aiwa) (dEQ)",AUD,FLAC,,
"3-22-1994 / Cleveland, OH / Cleveland State Univ Convocation Center - DAT(1) (Aiwa JS-415)",AUD,FLAC,,
"3-24-1994 / Louisville, KY / Gardens - VHS(M)",AUD,FLAC,,
"3-25-1994 / Memphis, TN / Mid South Coliseum (unk)",AUD,FLAC,,
"3-25-1994 / Memphis, TN / Mid South Coliseum - ANA(M) (PC-62) (tapeworm48)",AUD,FLAC,,
"3-26-1994 / Murfreesboro, TN / Murphy Athletic Center - CASS(1) (Aiwa) (randy oseneko)",AUD,FLAC,,
"3-26-1994 / Murfreesboro, TN / Murphy Athletic Center - ANA(1) (Aiwa) (cps)",AUD,FLAC,,
"3-26-1994 / Murfreesboro, TN / Murphy Athletic Center (SS) (blg transfer)",AUD,FLAC,,
"3-26-1994 / Murfreesboro, TN / Murphy Athletic Center - DAT(M) (SS DSM6) (tapeworm48)",AUD,FLAC,,
"3-26-1994 / Murfreesboro, TN / Murphy Athletic Center - VHS(1)",AUD,DVD,,
"3-26-1994 / Murfreesboro, TN / Murphy Athletic Center - VHS(1)",AUD,DVD,,
"3-28-1994 / Miami, FL / Bayfront Amphitheatre (SS & AKG 419)",MIX,FLAC,,
"3-28-1994 / Miami, FL / Bayfront Amphitheatre *Stormin' the Bay (SV015) (SS-DSM 6P)",AUD,FLAC,,
"3-29-1994 / St. Petersburg, FL / Bayfront Amphitheater *Stare the Sun Down (SV031) (SS-DSM6P) (fred evans remaster)",AUD,FLAC,,
"3-29-1994 / St. Petersburg, FL / Bayfront Amphitheater *Hotpoint (includes Soundcheck)",Silver CD,FLAC,,
"4-2-1994 / Atlanta, GA / Fox Theatre *Atlanta the Day Before (2 source mix) (Silver & SS)",MIX,,,
"4-3-1994 / Atlanta, GA / Fox Theatre ",preFM,FLAC,,
"4-3-1994 / Atlanta, GA / Fox Theatre - Private Radio (BBC Radio 1)",FM,FLAC 24,,
"4-3-1994 / Atlanta, GA / Fox Theatre (jwb remaster) (SBD Remaster Series 2012)",SBD,FLAC,,
"4-3-1994 / Atlanta, GA / Fox Theatre (Sony Australia Promo CD) *Atlanta (SV016)",SBD,FLAC,,
"4-6-1994 / Springfield, MA / Civic Center (SS DSM-6) (kt)",AUD,FLAC,,
"4-7-1994 / Rochester, NY / War Memorial (PC-62) ",AUD,FLAC,,
"4-8-1994 / Fairfax, VA / Patriot Center (CSB) ",AUD,FLAC,,
"4-8-1994 / Fairfax, VA / Patriot Center",AUD,DVD,,
"4-10-1994 / Boston, MA / Boston Garden (Custom Panasonic) (blg transfer)",AUD,FLAC,,
"4-10-1994 / Boston, MA / Boston Garden (unk)",AUD,FLAC,,
"4-11-1994 / Boston, MA / Boston Garden *And the Pearls Sweep",Silver CD,FLAC,,
"4-11-1994 / Boston, MA / Boston Garden - MTV Europe On the Road (animal projects)",PRO,DVD,,
"4-11-1994 / Boston, MA / Boston Garden - VHS(1)",AUD,DVD,,
"4-12-1994 / Boston, MA / Orpheum Theatre (B&K 4011) (terry watts transfer)",AUD,FLAC,,
"4-12-1994 / Boston, MA / Orpheum Theatre *Orpheum (SV020)",AUD,FLAC,,
"4-12-1994 / Boston, MA / Orpheum Theatre (2nd gen)",AUD,DVD,,
"4-14-1994 / New York, NY / Saturuday Night Live Rehearsals (tonia davis rip)",TV,FLAC,,
"4-16-1994 / New York, NY / NBC NY Studios / Saturday Night Live *Mesmerize",Silver CD,FLAC,,
"4-16-1994 / New York, NY / NBC NY Studios / Saturday Night Live (jason a)",TV,FLAC,,
"4-16-1994 / New York, NY / NBC NY Studios / Saturday Night Live ",PRO,DVD,,
"4-17-1994 / New York, NY / Paramount Theater (unk)",AUD,FLAC,,
"10-1-1994 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit *Bridge Benefit an Acoustic Evening",Silver CD,FLAC,,
"10-1-1994 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit (MK4) (blg transfer)",AUD,FLAC,,
"10-(1-2)-1994 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit *In Rock We Trust",Silver CD,FLAC,,
"10-1-1994 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit ",AUD,DVD,,
"10-2-1994 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit",SBD,FLAC,,
"10-2-1994 / Mountain View, CA / Shoreline Amphitheatre - Bridge School Benefit",PRO,DVD,,
,,,,
[1995],,,,
"1-8-1995 / Seattle, WA / The Hideout / Self-Pollution Radio Broadcast",preFM,FLAC,,
"1-8-1995 / Seattle, WA / The Hideout / Self-Pollution Radio Broadcast",WEB,DVD,,
1-14-1995 / Washington D.C. / Constitution Hall *Boundless + *Alive & Kickin,MIX,FLAC,,
1-14-1995 / Washington D.C. / Constitution Hall (jwb remaster) (SBD Remaster Series 2012),SBD,FLAC,,
1-14-1995 / Washington D.C. / Constitution Hall - VHS(2) (team dz),AUD,DVD,,
"1-15-1995 / Washington, D.C. / Constitution Hall *Not For Ye",Silver CD,FLAC,,
"1-15-1995 / Washington, D.C. / Constitution Hall (SS DSM6)",AUD,FLAC,,
"1-15-1995 / Washington, D.C. / Constitution Hall - VHS(1) (team dz)",AUD,DVD,,
"2-5-1995 / Seattle, WA / Moore Theater *Piss Bottle Men",Silver CD,FLAC,,
"2-5-1995 / Seattle, WA / Moore Theater (CSB) - DAT(M) (tapeworm48 transfer)",AUD,FLAC,,
"2-5-1995 / Seattle, WA / Moore Theater (SS-DSM-6) (JEMS Master) 2025 Transfer ",AUD,FLAC,,
"2-6-1995 / Seattle, WA / Moore Theater *Act of Love",Silver CD,FLAC,,
"2-6-1995 / Seattle, WA / Moore Theater  - DAT(M) (SS) (tapeworm48)",AUD,FLAC,,
"2-8-1995 / Missoula, MT / University of Montana / Adams Field House (CSB) *Live from the Vitalogy Health Club",AUD,FLAC,,
"2-8-1995 / Missoula, MT / University of Montana / Adams Field House - DAT(M) (Aiwa CM30) (cps)",AUD,FLAC,,
"2-8-1995 / Missoula, MT / University of Montana / Adams Field House - DAT(1) (CSB) (blg transfer)",AUD,FLAC,,
"2-18-1995 / Sendai, Japan / Izumity 21 (Sun Plaza) - DAT(c) (ECM-TS 120) (datfly)",AUD,FLAC,,
"2-20-1995 / Tokyo, Japan / Budokan - DAT(c) (ECM-TS 120) (datfly)",AUD,FLAC,,
"2-20-1995 / Tokyo, Japan / Budokan (unk)",AUD,FLAC,,
"2-21-1995 / Osake, Japan / Kosei Nenkin Kaikan - DAT(1) (DSM-6P) (datfly)",AUD,FLAC,,
"2-21-1995 / Osake, Japan / Kosei Nenkin Kaikan (low gen VHS)",AUD,DVD,,
"2-26-1995 / Manila, Philippines / Folk Arts Center (Realistic CTR-24) (meghan house)",AUD,FLAC,,
"2-28-1995 / Bangkok, Thailand / Hau Mark Indoor Stadium (ECM-939)",AUD,FLAC,,
"3-3-1995 / Singapore, Singapore / The Indoor Stadium (ECM-939) (ms)",AUD,FLAC,,
"3-6-1995 / Perth, Australia / Entertainment Center (unk)",AUD,MP3,,
"3-8-1995 / Adelaide, Australia / Memorial Drive Tennis Centre (unk)",AUD,FLAC,,
"3-10-1995 / Sydney, Australa / Entertainment Centre (PC62)",AUD,FLAC,,
"3-11-1995 / Sydney, Australa / Entertainment Centre (PC62)",AUD,FLAC,,
"3-14-1995 / Canberra, Australia / Exhibition Park (unk)",AUD,FLAC,,
"3-14-1995 / Canberra, Australia / Exhibition Park - PAL 8MM(M)",AUD,DVD,,
"3-16-1995 / Mebourne, Australia / Flinders Park Tennis Centre - DAT(M) (PC62) (cps)",AUD,FLAC,,
"3-16-1995 / Mebourne, Australia / Flinders Park Tennis Centre - VHS(1)",AUD,DVD,,
"3-17-1995 / Melbourne, Australia / Melbourne Park (jwb remaster) (SBD Remaster Series 2012)",SBD,FLAC,,
"3-17-1995 / Melbourne, Australia / Melbourne Park *Futures (SV041) ",SBD,FLAC,,
"3-17-1995 / Melbourne, Australia / Melbourne Park - PAL 8MM(M)",AUD,DVD,,
"3-18-1995 / Melbourne, Australia / Sidney Myers Music Bowl - DAT(M) (Sony PC-62) (mareede remaster)",AUD,FLAC,,
"3-21-1995 / Brisbane, Australia / Entertainment Centre (dEQ)",SBD,FLAC,,
"3-22-1995 / Brisbane, Australia / Entertainment Centre - DAT(c) (Sony TS-120) (blg transfer)",AUD,FLAC,,
"3-24-1995 / Auckland, New Zealand / Mt. Smart Super Top (unk)",AUD,FLAC,,
"3-24-1995 / Auckland, New Zealand / Mt. Smart Super Top (unk)",AUD,FLAC,,
"3-25-1995 / Auckland, New Zealand / Mt. Smart Super Top (unk)",AUD,FLAC,,
"6-16-1995 / Casper, WY / Casper Events Center (Marcsounds (fge)",MIX,FLAC,,
"6-16-1995 / Casper, WY / Casper Events Center - Hi8(M) (2 cam mix)",PRO,DVD,,
"6-19-1995 / Morrison, CO / Red Rocks Amphitheatre - DAT(M) (SS) (cps)",AUD,FLAC,,
"6-19-1995 / Morrison, CO / Red Rocks Amphitheatre - Hi8(M)",PRO,DVD,,
"6-20-1995 / Morrison, CO / Red Rocks Amphitheatre *Ajamimala (SV014) (3 source mix) (fred evans remaster)",MIX,FLAC,,
"6-20-1995 / Morrison, CO / Red Rocks Amphitheatre - DAT(M) (MarcSounds) (mr)",AUD (48k),FLAC,,
"6-20-1995 / Morrison, CO / Red Rocks Amphitheatre - Hi8(M) ",PRO,DVD,,
"6-22-1995 / Sacramento, CA / Cal Expo Amphitheatre (Core Sounds) (blg transfer)",AUD,FLAC,,
"6-22-1995 / Sacramento, CA / Cal Expo Amphitheatre - DAT(c) (Schoeps MK5) (datfly)",AUD,FLAC,,
"6-22-1995 / Sacramento, CA / Cal Expo Amphitheatre",AUD,DVD,,
"6-24-1995 / San Francisco, CA / Golden Gate Park - Polo Fields - DAT(M) (SS DSM6) (vikas)",AUD,FLAC,,
"7-8-1995 / Milwaukee, WI / Marcus Amphitheatre - DAT(M) (SS DSM6) (jr)",AUD,FLAC,,
"7-8-1995 / Milwaukee, WI / Marcus Amphitheatre *Cryptosporidium (SV003) (dave posluszny remaster)",AUD,FLAC,,
"7-9-1995 / Milwaukee, WI / Marcus Amphitheatre (Core Sounds)",AUD,FLAC,,
"7-9-1995 / Milwaukee, WI / Marcus Amphitheatre (CSB) (SV008) *Cryptosporideium II (Maggot Brain) (fred evans remaster)",AUD,FLAC,,
"7-9-1995 / Milwaukee, WI / Marcus Amphitheatre - VHS(1)",AUD,DVD,,
"7-11-1995 / Chicago, IL / Soldier Field (Vault #7)",SBD,FLAC HD,Official Bootleg,
"7-11-1995 / Chicago, IL / Soldier Field (2 source mix) (blg transfer)",MIX,FLAC,,
"7-11-1995 / Chicago, IL / Soldier Field ",AUD,DVD,,
"9-13-1995 / Phoenix, AZ / Veterans Coliseum (Nakamichi 700) (fge remaster)",AUD,FLAC,,
"9-13-1995 / Phoenix, AZ / Veterans Coliseum - VHS(1)",AUD,DVD,,
"9-14-1995 / Las Cruces, NM / Pan American Center - DAT(M) (Nakamichi CM700) (cps)",AUD,FLAC,,
"9-16-1995 / Austin, TX / South Park Meadows - DAT(2) (CSB) (meghan house)",AUD,FLAC,,
"9-16-1995 / Austin, TX / South Park Meadows - DAT(1) (SS DSM 6S) (cm)",AUD,FLAC,,
"9-16-1995 / Austin, TX / South Park Meadows (Shure SM57) (inc) (mookieblaylocked)",AUD,FLAC,,
"9-17-1995 / New Orleans, LA / Tad Gormley Stadium (CSB)",AUD,FLAC,,
"9-17-1995 / New Orleans, LA / Tad Gormley Stadium (2 cam mix)",AUD,DVD,,
"11-1-1995 / Salt Lake City, UT / Delta Center (The Monkeywrench Chronicles Vol. 1) *Rage (SV051) (jwb remaster) (SBD Remaster Series 2012) ",SBD,FLAC,,
"11-1-1995 / Salt Lake City, UT / Delta Center - DAT (heywood transfer)",AUD,FLAC 24,,
"11-1-1995 / Salt Lake City, UT / Delta Center - DAT (heywood transfer)",AUD,FLAC,,
"11-2-1995 / Salt Lake City, UT / Delta Center (The Monkeywrench Chronicles Vol. 2) *Abandon (SV052)",SBD,FLAC,,
"11-2-1995 / Salt Lake City, UT / Delta Center (DGR v1)",SBD,FLAC,,
"11-4-1995 / San Jose, CA / Spartan Stadium (The Monkeywrench Chronicles Vol. 3) *Rise (SV053)",SBD,FLAC,,
"11-4-1995 / San Jose, CA / Spartan Stadium (The Monkeywrench Chronicles Vol. 4)  *Anxiety (SV054)",SBD,FLAC,,
"11-4-1995 / San Jose, CA / Spartan Stadium (KOME Radio Promo)",Silver CD,FLAC,,
"11-4-1995 / San Jose, CA / Spartan Stadium (DGR v1)",AUD,FLAC,,
"11-4-1995 / San Jose, CA / Spartan Stadium (remastered) (k.j.c./s.v.m.)",AUD,FLAC,,
"11-4-1995 / San Jose, CA / Spartan Stadium",AUD,DVD,,
"11-6-1995 / San Diego, CA / San Diego Sports Arena (The Monkeywrench Chronicles Vol. 5) *Avail (SV055)",FM,FLAC,,
"11-6-1995 / San Diego, CA / San Diego Sports Arena - DAT(M) (third eye)",AUD,FLAC,,
"11-6-1995 / San Diego, CA / San Diego Sports Arena ",AUD,DVD,,
"11-7-1995 / San Diego, CA / San Diego Sports Arena (The Monkeywrench Chronicles Vol. 6) *Resolve (SV056)",AUD,FLAC,,
"11-7-1995 / San Diego, CA / San Diego Sports Arena - VHS(2)",AUD,DVD,,
,,,,
[1996],,,,
"6-19-1996 / Mountain View, CA / Shoreline Amphitheatre",AUD,DVD,,
"9-14-1996 / Seattle, WA / Showbox Theater (CSB) (fge remaster)",AUD,FLAC,,
"9-16-1996 / Seattle, WA / Key Arena (SS-DSM6P) (steve hagar)",AUD,FLAC,,
"9-16-1996 / Seattle, WA / Key Arena (ro master) (blg edit)",MIX,FLAC,,
"9-20-1996 / Manhattan, NY / Ed Sullivan Theater (Late show with David Letterman) (datfly)",TV,FLAC,,
"9-21-1996 / Toronto, Canada / Maple Leaf Gardens - DAT(M) (Sennheiser MKE-2002) (m. sloggett)",AUD,FLAC,,
"9-21-1996 / Toronto, Canada / Maple Leaf Gardens (Countryman Isomax II) *Die Tie Die (SV004)",AUD,FLAC,,
"9-21-1996 / Toronto, Canada / Maple Leaf Gardens (3 cam mix)",AUD,DVD,,
"9-21-1996 / Toronto, Canada / Maple Leaf Gardens - VHS(2) (DMR-EH50) ",AUD,DVD,,
"9-22-1996 / Toledo, OH / John F. Savage Hall (2 source mix) (CM300+Countryman) (blg edit)",MIX,FLAC,,
"9-22-1996 / Toledo, OH / John F. Savage Hall *Toledo 96 (SV058) (Countryman Isomax II)",AUD,FLAC,,
"9-22-1996 / Toledo, OH / John F. Savage Hall (2 cam mix)",AUD,DVD,,
"9-24-1996 / Columbia, MD / Merriweather Post Pavilion - DAT(M) (Ambisonic ST-250) (cps)",AUD,FLAC,,
"9-24-1996 / Columbia, MD / Merriweather Post Pavilion - DAT(c) (Schoeps MK4) (jr)",AUD,FLAC,,
"9-26-1996 / Augusta, ME / Augusta Civic Center (2 source mix) (Nak CM300 + AT822) (blg edit)",MIX,FLAC,,
"9-26-1996 / Augusta, ME / Augusta Civic Center - DAT(c) (Sennheiser 441) (jr)",,FLAC,,
"9-28-1996 / Randalls Island, NY / Downing Stadium (ECM-144) (blg transfer)",AUD,FLAC,,
"9-28-1996 / Randalls Island, NY / Downing Stadium - Hi8(M)",AUD,DVD,,
"9-28-1996 / Randalls Island, NY / Downing Stadium (unk)",AUD,DVD,,
"9-29-1996 / Randall's Island, NY / Downing Stadium - DAT(M) (AKG 391)",AUD,FLAC,,
"9-29-1996 / Randall's Island, NY / Downing Stadium (ECM-909) (jen)",AUD,FLAC,,
"9-29-1996 / Randall's Island, NY / Downing Stadium (SS DSM6)",AUD,FLAC,,
"9-29-1996 / Randall's Island, NY / Downing Stadium (3-cam mix)",AUD,DVD,,
"10-1-1996 / Buffalo, NY / Marine Midland Arena (SBD/AUD mix) (ross pezl mix)",MIX,FLAC,,
"10-1-1996 / Buffalo, NY / Marine Midland Arena (Sony D7) (joel gershon) (remaster)",AUD,FLAC,,
"10-1-1996 / Buffalo, NY / Marine Midland Arena - VHS(1)",AUD,DVD,,
"10-2-1996 / Hartford, CT / Meadows Music Theatre *A Riot in the Meadows (SV032) ",MIX,FLAC,,
"10-4-1996 / Charlotte, NC / Memorial Stadium *Little White Lies (SV017) (Countryman Isomax II)",AUD,FLAC,,
"10-4-1996 / Charlotte, NC / Memorial Stadium",AUD,DVD,,
"10-5-1996 / Charleston, SC / North Charleston Coliseum (2 source mix) (Countryman Isomax II + AKG460b) (blg edit)",MIX,FLAC,,
"10-7-1996 / Ft. Lauderdale, FL / Ft. Lauderdale Stadium (SS DSM-6P) (datfly)",AUD,FLAC,,
"10-19-1996 / Mountain View, CA / Bridge School Benefit (Schoeps/Pro Video mix)",MIX,FLAC,,
"10-19-1996 / Mountain View, CA / Bridge School Benefit",SBD,FLAC,,
"10-19-1996 / Mountain View, CA / Bridge School Benefit",PRO,DVD,,
"10-20-1996 / Mountain View, CA / Bridge School Benefit - DAT(c) (CMC-441)",AUD,FLAC,,
"10-20-1996 / Mountain View, CA / Bridge School Benefit (Countryman Isomax II)",AUD,FLAC,,
"10-20-1996 / Mountain View, CA / Bridge School Benefit (FOB) (oldneumanntapr)",AUD,FLAC,,
"10-20-1996 / Mountain View, CA / Bridge School Benefit - DAT(M) (Schoeps MK4) (ted mattes)",AUD,FLAC,,
"10-20-1996 / Mountain View, CA / Bridge School Benefit (unk) (neekrive)",AUD,FLAC,,
"10-20-1996 / Mountain View, CA / Bridge School Benefit (Night Two)",PRO,MP4,*Includes all artists from this night,
"10-24-1996 / Cork, Ireland / Millstreet Arena - DAT(c) (CSB) (jr)",AUD,FLAC,,
"10-26-1996 / Dublin, Ireland / The Pointe Theatre (CSB) ",AUD,FLAC,,
"10-28-1996 / London, England / Wembley Arena (Core Sounds)",AUD,FLAC,,
"10-28-1996 / London, England / Wembley Arena",AUD,DVD,,
"10-29-1996 / London, England / Wembley Arena (Countryman Isomax II) ",AUD,FLAC,,
"11-1-1996 / Warsaw, Poland / Torwar - DAT(c) (CSB) (jr)",AUD,FLAC,,
"11-3-1996 / Berlin, Germany / Deutcschlandhalle (jwb remaster) (SBD Remaster Series 2012)",SBD,FLAC,,
"11-3-1996 / Berlin, Germany / Deutcschlandhalle *Hunger Strike",SBD,FLAC,,
"11-3-1996 / Berlin, Germany / Deutcschlandhalle *Ic bin ein Berliner (SV050) ",preFM,FLAC,,
"11-3-1996 / Berlin, Germany / Deutcschlandhalle (AMT) ",AUD,DVD,,
"11-4-1996 / Hamburg, Germany / Sporthalle (2 source mix) (blg edit)",MIX,FLAC,,
"11-4-1996 / Hamburg, Germany / Sporthalle - VHS(1) (halo transfer)",AUD,DVD,,
"11-6-1996 / Amsterdam, Holland / RAI Parkhal (Countryman Isomax II) ",AUD,FLAC,,
"11-7-1996 / Paris, France / Zenith *French Class (SP 006/007) ",Silver CD,FLAC,,
"11-7-1996 / Paris, France / Zenith (Countryman Isomax II)",AUD,FLAC,,
"11-9-1996 / Zurich, Switzerland / Hallenstadion (Core Sounds) ",AUD,FLAC,,
"11-12-1996 / Rome, Italy / Palaeur (Core Sounds) (compiled by spacedvest)",AUD,FLAC,,
"11-12-1996 / Rome, Italy / Palaeur - VHS(x)",AUD,DVD,,
"11-13-1996 / Milan, Italy / Forum (Sony WM-D6C) (zuma66)",AUD,FLAC,,
"11-13-1996 / Milan, Italy / Forum (Countryman Isomax II) ",AUD,FLAC,,
"11-13-1996 / Milan, Italy / Forum - DAT (ldb series #232)",AUD,FLAC,,
"11-13-1996 / Milan, Italy / Forum (2 source mix) (jamriver)",AUD,DVD,,
11-15-1996 / Prague / Sports Hall (LDB Master Series #77) (Aiwa CM-30A) ,AUD,FLAC,,
11-15-1996 / Prague / Sports Hall (CSB) ,AUD,FLAC,,
11-15-1996 / Prague / Sports Hall - VHS(2),AUD,DVD,,
"11-17-1996 / Budapest, Hungary / - ANA(1) Sports Hall (BIC mic) ",AUD,FLAC,,
"11-17-1996 / Budapest, Hungary / Sports Hall (AKG D200e) (ted drale)",AUD,FLAC,,
"11-19-1996 / Istanbul, Turkey / World Trade Center - ANA(1) (BIC mic) (cps)",AUD,FLAC,,
